	icd9_code	short_title	long_title	count
5983	37952	Latent nystagmus	Latent nystagmus	1
5984	37942	Miosis not d/t miotics	Miosis (persistent), not due to miotics	1
5985	79552	Nonsp rea gma interferon	Nonspecific reaction to cell mediated immunity measurement of gamma interferon antigen response without active tuberculosis	1
5986	79589	Abnorml tumor marker NEC	Other abnormal tumor markers	1
5987	V8489	Genetic suscept dis NEC	Genetic susceptibility to other disease	1
5988	79671	Pap smear anus w ASC-US	Papanicolaou smear of anus with atypical squamous cells of undetermined significance (ASC-US)	1
5989	7981	Instantaneous death	Instantaneous death	1
5990	79901	Asphyxia	Asphyxia	1
5991	37886	Internucl ophthalmopleg	Internuclear ophthalmoplegia	1
5992	7992			1
5993	37882	Spasm of conjugate gaze	Spasm of conjugate gaze	1
5994	79955	Frontal lobe deficit	Frontal lobe and executive function deficit	1
5995	80002	Cl skull vlt fx-brf coma	Closed fracture of vault of skull without mention of intracranial injury, with brief [less than one hour] loss of consciousness	1
5996	80009	Cl skl vlt fx-concus NOS	Closed fracture of vault of skull without mention of intracranial injury, with concussion, unspecified	1
5997	80011	Cl skull vlt fx w/o coma	Closed fracture of vault of skull with cerebral laceration and contusion, with no loss of consciousness	1
5998	80013	Cl skull vlt fx-mod coma	Closed fracture of vault of skull with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness	1
5999	37850	Paralytic strabismus NOS	Paralytic strabismus, unspecified	1
6000	37820	Intermit heterotrop NOS	Intermittent heterotropia, unspecified	1
6001	80032	Cl skull vlt fx-brf coma	Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with brief [less than one hour] loss of consciousness	1
6002	80034	Cl skl vlt fx-proln coma	Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level	1
6003	80035	Cl skul vlt fx-deep coma	Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level	1
6004	80046	Cl skull vlt fx-coma NOS	Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration	1
6005	80050	Opn skull vault fracture	Open fracture of vault of skull without mention of intracranial injury, unspecified state of consciousness	1
6006	80060	Opn skl vlt fx/cereb lac	Open fracture of vault of skull with cerebral laceration and contusion, unspecified state of consciousness	1
6007	80065	Opn skl vlt fx-deep coma	Open fracture of vault of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level	1
6008	80080	Opn skull vlt fx/hem NEC	Open fracture of vault of skull with other and unspecified intracranial hemorrhage, unspecified state of consciousness	1
6009	80081	Opn skul vlt fx w/o coma	Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with no loss of consciousness	1
6010	80082	Opn skul vlt fx-brf coma	Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with brief [less than one hour] loss of consciousness	1
6011	80085	Opn skl vlt fx-deep coma	Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level	1
6012	37733	Nutrition optc neuropthy	Nutritional optic neuropathy	1
6013	80109	Cl skull base fx-concuss	Closed fracture of base of skull without mention of intra cranial injury, with concussion, unspecified	1
6014	37702	Papilledema w decr press	Papilledema associated with decreased ocular pressure	1
6015	3769	Orbital disorder NOS	Unspecified disorder of orbit	1
6016	80119	Cl skull base fx-concuss	Closed fracture of base of skull with cerebral laceration and contusion, with concussion, unspecified	1
6017	37635	Pulsating exophthalmos	Pulsating exophthalmos	1
6018	37612	Orbital myositis	Orbital myositis	1
6019	37611	Orbital granuloma	Orbital granuloma	1
6020	80129	Cl skull base fx-concuss	Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified	1
6021	37603	Orbital osteomyelitis	Orbital osteomyelitis	1
6022	01186	Pulmon TB NEC-oth test	Other specified pulmonary tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]	1
6023	3759	Lacrimal syst dis NOS	Unspecified disorder of lacrimal system	1
6024	80140	Cl sk base fx/br inj NEC	Closed fracture of base of skull with intracranial injury of other and unspecified nature, unspecified state of consciousness	1
6025	80142	Cl skul base fx-brf coma	Closed fracture of base of skull with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness	1
6026	80144	Cl skl base fx-prol coma	Closed fracture of base of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours) loss of consciousness and return to pre-existing conscious level	1
6027	80145	Cl skl base fx-deep coma	Closed fracture of base of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level	1
6028	80146	Cl skul base fx-coma NOS	Closed fracture of base of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration	1
6029	80151	Opn skl base fx w/o coma	Open fracture of base of skull without mention of intracranial injury, with no loss of consciousness	1
6030	80164	Op skl base fx-prol coma	Open fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level	1
6031	80170	Op skl base fx/menin hem	Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, unspecified state of consciousness	1
6032	80174	Op skl base fx-prol coma	Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level	1
6033	80196	Opn skl base fx-coma NOS	Open fracture of base of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration	1
6034	37520	Epiphora NOS	Epiphora, unspecified as to cause	1
6035	37501	Acute dacryoadenitis	Acute dacryoadenitis	1
6036	37500	Dacryoadenitis NOS	Dacryoadenitis, unspecified	1
6037	3749	Disorder of eyelid NOS	Unspecified disorder of eyelid	1
6038	37489	Disorders of eyelid NEC	Other disorders of eyelid	1
6039	37482	Edema of eyelid	Edema of eyelid	1
6040	37452	Hyperpigmentation lid	Hyperpigmentation of eyelid	1
6041	80230	Mandible fx NOS-open	Open fracture of mandible, unspecified site	1
6042	80232	Subcondyl fx mandib-open	Open fracture of mandible, subcondylar	1
6043	3739	Inflammation eyelid NOS	Unspecified inflammation of eyelid	1
6044	80300	Close skull fracture NEC	Other closed skull fracture without mention of intracranial injury, unspecified state of consciousness	1
6045	80306	Cl skull fx NEC-coma NOS	Other closed skull fracture without mention of intracranial injury, with loss of consciousness of unspecified duration	1
6046	37312	Hordeolum internum	Hordeolum internum	1
6047	3729	Conjunctiva disorder NOS	Unspecified disorder of conjunctiva	1
6048	80324	Cl skl fx NEC-proln coma	Other closed skull fracture with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level	1
6049	37289	Conjunctiva disorder NEC	Other disorders of conjunctiva	1
6050	37275	Conjunctival cysts	Conjunctival cysts	1
6051	80341	Cl skull fx NEC w/o coma	Other closed skull fracture with intracranial injury of other and unspecified nature, with no loss of consciousness	1
6052	80350	Open skull fracture NEC	Other open skull fracture without mention of injury, unspecified state of consciousness	1
6053	80362	Opn skul fx NEC-brf coma	Other open skull fracture with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness	1
6054	80366	Opn skul fx NEC-coma NOS	Other open skull fracture with cerebral laceration and contusion, with loss of consciousness of unspecified duration	1
6055	80372	Opn skul fx NEC-brf coma	Other open skull fracture with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness	1
6056	80376	Opn skul fx NEC-coma NOS	Other open skull fracture with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration	1
6057	80410	Cl sk w oth fx/cereb lac	Closed fractures involving skull or face with other bones, with cerebral laceration and contusion, unspecified state of consciousness	1
6058	80412	Cl skl w oth fx-brf coma	Closed fractures involving skull or face with other bones, with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness	1
6059	80416	Cl skl w oth fx-coma NOS	Closed fractures involving skull or face with other bones, with cerebral laceration and contusion, with loss of consciousness of unspecified duration	1
6060	80423	Cl skl w oth fx-mod coma	Closed fractures involving skull or face with other bones with subarachnoid, subdural, and extradural hemorrhage, with moderate [1-24 hours] loss of consciousness	1
6061	01164	TB pneumonia-cult dx	Tuberculous pneumonia [any form], tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture	1
6062	80430	Cl skul w oth fx/hem NEC	Closed fractures involving skull or face with other bones, with other and unspecified intracranial hemorrhage, unspecified state of consciousness	1
6063	80432	Cl skl w oth fx-brf coma	Closed fractures involving skull or face with other bones, with other and unspecified intracranial hemorrhage, with brief [less than one hour] loss of consciousness	1
6064	80441	Cl skl w oth fx w/o coma	Closed fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, with no loss of consciousness	1
6065	80466	Opn skul/oth fx-coma NOS	Open fractures involving skull or face with other bones, with cerebral laceration and contusion, with loss of consciousness of unspecified duration	1
6066	80473	Opn skul/oth fx-mod coma	Open fractures involving skull or face with other bones with subarachnoid, subdural, and extradural hemorrhage, with moderate [1-24 hours] loss of consciousness	1
6067	80475	Opn skl/oth fx-deep coma	Open fractures involving skull or face with other bones with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level	1
6068	37274	Conjunctiva vasc anomaly	Vascular abnormalities of conjunctiva	1
6069	37214	Chr allrg conjunctiv NEC	Other chronic allergic conjunctivitis	1
6070	37210	Chr conjunctivitis NOS	Chronic conjunctivitis, unspecified	1
6071	37189	Corneal disorder NEC	Other corneal disorders	1
6072	37182	Corneal dsdr contct lens	Corneal disorder due to contact lens	1
6073	37143	Band-shaped keratopathy	Band-shaped keratopathy	1
6074	8053	Fx dorsal vertebra-open	Open fracture of dorsal [thoracic] vertebra without mention of spinal cord injury	1
6075	37024	Photokeratitis	Photokeratitis	1
6076	37005	Mycotic corneal ulcer	Mycotic corneal ulcer	1
6077	80610	C1-c4 fx-op/cord inj NOS	Open fracture of C1-C4 level with unspecified spinal cord injury	1
6078	36859	Color deficiency NEC	Other color vision deficiencies	1
6079	80622	T1-t6 fx-cl/ant cord syn	Closed fracture of T1-T6 level with anterior cord syndrome	1
6080	80623	T1-t6 fx-cl/cen cord syn	Closed fracture of T1-T6 level with central cord syndrome	1
6081	80631	T1-t6 fx-op/com cord les	Open fracture of T1-T6 level with complete lesion of cord	1
6082	36812	Transient visual loss	Transient visual loss	1
6083	8065	Opn lumbar fx w cord inj	Open fracture of lumbar spine with spinal cord injury	1
6084	80662	Fx sacr-cl/cauda inj NEC	Closed fracture of sacrum and coccyx with other cauda equina injury	1
6085	36811	Sudden visual loss	Sudden visual loss	1
6086	36801	Strabismic amblyopia	Strabismic amblyopia	1
6087	36646	Cataract w radiation	Cataract associated with radiation and other physical influences	1
6088	80710	Fracture rib NOS-open	Open fracture of rib(s), unspecified	1
6089	80711	Fracture one rib-open	Open fracture of one rib	1
6090	80718	Fx eight/more ribs-open	Open fracture of eight or more ribs	1
6091	36552	Pseudoexfoliat glaucoma	Pseudoexfoliation glaucoma	1
6092	36544	Glaucoma w systemic synd	Glaucoma associated with systemic syndromes	1
6093	36523	Chr angle-clos glaucoma	Chronic angle-closure glaucoma	1
6094	36512	Low tension glaucoma	Low tension open-angle glaucoma	1
6095	36500	Preglaucoma NOS	Preglaucoma, unspecified	1
6096	3649	Iris/ciliary dis NOS	Unspecified disorder of iris and ciliary body	1
6097	36470	Adhesions of iris NOS	Adhesions of iris, unspecified	1
6098	80859	Pelvic fracture NEC-open	Open fracture of other specified part of pelvis	1
6099	36441	Hyphema	Hyphema of iris and ciliary body	1
6100	36403	Secondry iritis, infect	Secondary iridocyclitis, infectious	1
6101	36372	Hemorr choroid detachmnt	Hemorrhagic choroidal detachment	1
6102	81012	Fx clavicle shaft-open	Open fracture of shaft of clavicle	1
6103	81013	Fx clavic, acrom end-opn	Open fracture of acromial end of clavicle	1
6104	36315	Pigment epitheliopathy	Disseminated retinitis and retinochoroiditis, pigment epitheliopathy	1
6105	3629	Retinal disorder NOS	Unspecified retinal disorder	1
6106	36284	Retinal ischemia	Retinal ischemia	1
6107	81202	Fx anatom nck humerus-cl	Closed fracture of anatomical neck of humerus	1
6108	36253	Cystoid macular degen	Cystoid macular degeneration	1
6109	81212	Fx anat neck humerus-opn	Open fracture of anatomical neck of humerus	1
6110	36241	Cent serous retinopathy	Central serous retinopathy	1
6111	01136	TB of bronchus-oth test	Tuberculosis of bronchus, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]	1
6112	81252	Fx humer, lat condyl-opn	Open fracture of lateral condyle of humerus	1
6113	36217	Retinal varices	Other intraretinal microvascular abnormalities	1
6114	36213	Retinal vascular changes	Changes in vascular appearance of retina	1
6115	81314	Fx up ulna NEC/NOS-open	Other and unspecified open fractures of proximal end of ulna (alone)	1
6116	36207	Diabetic macular edema	Diabetic macular edema	1
6117	36205	Mod nonprolf db retinoph	Moderate nonproliferative diabetic retinopathy	1
6118	36204	Mild nonprolf db retnoph	Mild nonproliferative diabetic retinopathy	1
6119	81381	Fx radius NOS-closed	Closed fracture of unspecified part of radius (alone)	1
6120	81391	Fracture radius NOS-open	Open fracture of unspecified part of radius (alone)	1
6121	81392	Fracture ulna NOS-open	Open fracture of unspecified part of ulna (alone)	1
6122	36106	Old detachment, partial	Old retinal detachment, partial	1
6123	36105	Recent detachment, total	Recent retinal detachment, total or subtotal	1
6124	81404	Fx pisiform-closed	Closed fracture of pisiform bone of wrist	1
6125	81407	Fx capitate bone-closed	Closed fracture of capitate bone [os magnum] of wrist	1
6126	81412	Fx lunate, wrist-open	Open fracture of lunate [semilunar] bone of wrist	1
6127	81418	Fx hamate bone-open	Open fracture of hamate [unciform] bone of wrist	1
6128	36101	Part detach-singl defec	Recent retinal detachment, partial, with single defect	1
6129	36100	Detachmnt w defect NOS	Retinal detachment with retinal defect, unspecified	1
6130	36040	Degeneration of eye NOS	Degenerated globe or eye, unspecified	1
6131	81504	Fx metacarpal neck-close	Closed fracture of neck of metacarpal bone(s)	1
6132	81511	Fx 1st metacarp base-opn	Open fracture of base of thumb [first] metacarpal	1
6133	81514	Fx metacarpal neck-open	Open fracture of neck of metacarpal bone(s)	1
6134	36012	Panuveitis	Panuveitis	1
6135	81603	Fx mult phalan, hand-cl	Closed fracture of multiple sites of phalanx or phalanges of hand	1
6136	81610	Fx phalanx, hand NOS-opn	Open fracture of phalanx or phalanges of hand, unspecified	1
6137	36002	Panophthalmitis	Panophthalmitis	1
6138	8171	Multiple fx hand-open	Multiple open fractures of hand bones	1
6139	8191	Fx arms w rib/stern-open	Multiple open fractures involving both upper limbs, and upper limb with rib(s) and sternum	1
6140	01123	TB lung w cavit-micro dx	Tuberculosis of lung with cavitation, tubercle bacilli found (in sputum) by microscopy	1
6141	82030	Trochanteric fx NOS-open	Open fracture of trochanteric section of neck of femur, unspecified	1
6142	8209	Fx neck of femur NOS-opn	Open fracture of unspecified part of neck of femur	1
6143	3588	Myoneural disorders NEC	Other specified myoneural disorders	1
6144	3578			1
6145	3571	Neurpthy in col vasc dis	Polyneuropathy in collagen vascular disease	1
6146	35571	Causalgia lower limb	Causalgia of lower limb	1
6147	V9103	Twin gest-dich/diamniotc	Twin gestation, dichorionic/diamniotic (two placentae, two amniotic sacs)	1
6148	3529	Cranial nerve dis NOS	Unspecified disorder of cranial nerves	1
6149	82331	Fx fibula shaft-open	Open fracture of shaft of fibula alone	1
6150	82342	Torus fx tibia/fibula	Torus fracture, fibula with tibia	1
6151	3524	Accessory nerve disorder	Disorders of accessory [11th] nerve	1
6152	3523	Pneumogastric nerve dis	Disorders of pneumogastric [10th] nerve	1
6153	3502	Atypical face pain	Atypical face pain	1
6154	3491	Complication cns device	Nervous system complications from surgically implanted device	1
6155	82520	Fx foot bone NOS-closed	Closed fracture of unspecified bone(s) of foot [except toes]	1
6156	34701	Narcolepsy w cataplexy	Narcolepsy, with cataplexy	1
6157	34693	Mgrn NOS w ntrc w st mgr	Migraine, unspecified, with intractable migraine, so stated, with status migrainosus	1
6158	34691	Mgrn unsp w ntrc mgr std	Migraine, unspecified, with intractable migraine, so stated, without mention of status migrainosus	1
6159	82532	Fx navicular, foot-open	Open fracture of navicular [scaphoid], foot	1
6160	82534	Fx cuneiform, foot-open	Open fracture of cuneiform, foot	1
6161	82539	Fx foot bone NEC-open	Other open fracture of tarsal and metatarsal bones	1
6162	3452	Petit mal status	Petit mal status	1
6163	8281	Fx legs w arm/rib-open	Open multiple fractures involving both lower limbs, lower with upper limb, and lower limb(s) with rib(s) and sternum	1
6164	3445	Monoplegia NOS	Unspecified monoplegia	1
6165	34442	Mnplg upr lmb nondmnt sd	Monoplegia of upper limb affecting nondominant sde	1
6166	34431	Monplga lwr lmb dmnt sde	Monoplegia of lower limb affecting dominant side	1
6167	83114	Disloc acromioclavic-opn	Open dislocation of acromioclavicular (joint)	1
6168	83202	Post disloc elbow-closed	Closed posterior dislocation of elbow	1
6169	83300	Disloc wrist NOS-closed	Closed dislocation of wrist, unspecified part	1
6170	83301	Disloc dist radiouln-cl	Closed dislocation of radioulnar (joint), distal	1
6171	83302	Disloc radiocarpal-clos	Closed dislocation of radiocarpal (joint)	1
6172	83303	Disloca midcarpal-closed	Closed dislocation of midcarpal (joint)	1
6173	83305	Disloc metacarpal-closed	Closed dislocation of metacarpal (bone), proximal end	1
6174	83309	Disloc wrist NEC-closed	Closed dislocation of wrist, other	1
6175	83311	Disloc dist radiouln-opn	Open dislocation of radioulnar (joint), distal	1
6176	83313	Dislocat midcarpal-open	Open dislocation of midcarpal (joint)	1
6177	83401	Disloc metacarpophaln-cl	Closed dislocation of metacarpophalangeal (joint)	1
6178	83411	Disl metacarpophalan-opn	Open dislocation of metacarpophalangeal (joint)	1
6179	83503	Ant disloc hip NEC-clos	Other closed anterior dislocation of hip	1
6180	8363	Dislocat patella-closed	Dislocation of patella, closed	1
6181	83652	Post disl prox tibia-cl	Posterior dislocation of tibia, proximal end, closed	1
6182	83660	Dislocat knee NOS-open	Dislocation of knee, unspecified, open	1
6183	83661	Ant disl prox tibia-open	Anterior dislocation of tibia, proximal end, open	1
6184	8371	Dislocation ankle-open	Open dislocation of ankle	1
6185	83801	Disloc tarsal NOS-closed	Closed dislocation of tarsal (bone), joint unspecified	1
6186	83805	Disl metatarsophalang-cl	Closed dislocation of metatarsophalangeal (joint)	1
6187	83813	Disl tarsometatarsal-opn	Open dislocation of tarsometatarsal (joint)	1
6188	83907	Disloc 7th cerv vert-cl	Closed dislocation, seventh cervical vertebra	1
6189	83921	Disloc thoracic vert-cl	Closed dislocation, thoracic vertebra	1
6190	83979	Dislocat site NEC-open	Open dislocation, other location	1
6191	8400	Sprain acromioclavicular	Acromioclavicular (joint) (ligament) sprain	1
6192	8406	Sprain supraspinatus	Supraspinatus (muscle) (tendon) sprain	1
6193	8407	Sup glenoid labrm lesion	Superior glenoid labrum lesion	1
6194	8411	Sprain ulnar collat lig	Ulnar collateral ligament sprain	1
6195	84209	Sprain of wrist NEC	Other sprains and strains of wrist	1
6196	84512	Sprain metatarsophalang	Sprain of metatarsophalangeal (joint) of foot	1
6197	8460	Sprain lumbosacral	Sprain of lumbosacral (joint) (ligament)	1
6198	8469	Sprain sacroiliac NOS	Sprain of unspecified site of sacroiliac region	1
6199	8472	Sprain lumbar region	Sprain of lumbar	1
6200	3411	Schilder's disease	Schilder's disease	1
6201	85103	Cortex contus-mod coma	Cortex (cerebral) contusion without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness	1
6202	85109	Cortex contus-concus NOS	Cortex (cerebral) contusion without mention of open intracranial wound, with concussion, unspecified	1
6203	85121	Cortex lacerat w/o coma	Cortex (cerebral) laceration without mention of open intracranial wound, with no loss of consciousness	1
6204	85131	Opn cortex lacer-no coma	Cortex (cerebral) laceration with open intracranial wound, with no loss of consciousness	1
6205	33912	Chronic tension headache	Chronic tension type headache	1
6206	33902	Chronic cluster headache	Chronic cluster headache	1
6207	85144	Cerebel contus-prol coma	Cerebellar or brain stem contusion without mention of open intracranial wound, with prolonged [more than 24 hours] loss consciousness and return to pre-existing conscious level	1
6208	85150	Cerebel contus w opn wnd	Cerebellar or brain stem contusion with open intracranial wound, unspecified state of consciousness	1
6209	85162	Cerebel lacer-brief coma	Cerebellar or brain stem laceration without mention of open intracranial wound, with brief [less than 1 hour] loss of consciousness	1
6210	85173	Opn cerebel lac-mod coma	Cerebellar or brain stem laceration with open intracranial wound, with moderate [1-24 hours] loss of consciousness	1
6211	85175	Opn cerebe lac-deep coma	Cerebellar or brain stem laceration with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level	1
6212	33822	Chron post-thoracot pain	Chronic post-thoracotomy pain	1
6213	85183	Brain lacer NEC-mod coma	Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness	1
6214	85184	Brain lac NEC-proln coma	Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre- existing conscious level	1
6215	33709	Idio perph auto neur NEC	Other idiopathic peripheral autonomic neuropathy	1
6216	85190	Brain lac NEC w open wnd	Other and unspecified cerebral laceration and contusion, with open intracranial wound, unspecified state of consciousness	1
6217	85194	Opn brain lac-proln coma	Other and unspecified cerebral laceration and contusion, with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level	1
6218	33701	Carotid sinus syndrome	Carotid sinus syndrome	1
6219	85204	Subarach hem-prolng coma	Subarachnoid hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level	1
6220	33521	Prog muscular atrophy	Progressive muscular atrophy	1
6221	85210	Subarach hem w opn wound	Subarachnoid hemorrhage following injury with open intracranial wound, unspecified state of consciousness	1
6222	85212	Op subarach hem-brf coma	Subarachnoid hemorrhage following injury with open intracranial wound, with brief [less than one hour] loss of consciousness	1
6223	85215	Op subarach hem-deep com	Subarachnoid hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level	1
6224	85216	Op subarach hem-coma NOS	Subarachnoid hemorrhage following injury with open intracranial wound, with loss of consciousness of unspecified duration	1
6225	85219	Opn subarach hem-concuss	Subarachnoid hemorrhage following injury with open intracranial wound, with concussion, unspecified	1
6226	33511	Kugelberg-welander dis	Kugelberg-Welander disease	1
6227	85223	Subdural hemorr-mod coma	Subdural hemorrhage following injury without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness	1
6228	85232	Opn subdur hem-brf coma	Subdural hemorrhage following injury with open intracranial wound, with brief [less than one hour] loss of consciousness	1
6229	85245	Extradural hem-deep coma	Extradural hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level	1
6230	85256	Extradural hem-coma NOS	Extradural hemorrhage following injury with open intracranial wound, with loss of consciousness of unspecified duration	1
6231	85304	Brain hem NEC-proln coma	Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre- existing conscious level	1
6232	33384	Organic writers' cramp	Organic writers' cramp	1
6233	85310	Brain hem NEC w opn wnd	Other and unspecified intracranial hemorrhage following injury with open intracranial wound, unspecified state of consciousness	1
6234	85314	Brain hem opn-proln coma	Other and unspecified intracranial hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level	1
6235	85316	Brain hem open-coma NOS	Other and unspecified intracranial hemorrhage following injury with open intracranial wound, with loss of consciousness of unspecified duration	1
6236	85400	Brain injury NEC	Intracranial injury of other and unspecified nature without mention of open intracranial wound, unspecified state of consciousness	1
6237	85403	Brain inj NEC-mod coma	Intracranial injury of other and unspecified nature without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness	1
6238	85404	Brain inj NEC-proln coma	Intracranial injury of other and unspecified nature without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level	1
6239	33379	Acq torsion dystonia NEC	Other acquired torsion dystonia	1
6240	3308	Cereb degen in child NEC	Other specified cerebral degenerations in childhood	1
6241	3301	Cerebral lipidoses	Cerebral lipidoses	1
6242	86102	Heart laceration-closed	Laceration of heart without penetration of heart chambers or without mention of open wound into thorax	1
6243	86110	Heart injury NOS-open	Unspecified injury of heart with open wound into thorax	1
6244	00861	Intes infec rotavirus	Enteritis due to rotavirus	1
6245	3300	Leukodystrophy	Leukodystrophy	1
6246	32737	Circadian rhym oth dis	Circadian rhythm sleep disorder in conditions classified elsewhere	1
6247	32724	Idiopath sleep hypovent	Idiopathic sleep related non-obstructive alveolar hypoventilation	1
6248	32720	Organic sleep apnea NOS	Organic sleep apnea, unspecified	1
6249	32719	Organic hypersomnia NEC	Other organic hypersomnia	1
6250	32713	Recurrent hypersomnia	Recurrent hypersomnia	1
6251	32372	Toxic myelitis	Toxic myelitis	1
6252	32362	Postinf encephalitis NEC	Other postinfectious encephalitis and encephalomyelitis	1
6253	86351	Ascending colon inj-open	Injury to ascending [right] colon, with open wound into cavity	1
6254	86355	Rectum injury-open	Injury to rectum, with open wound into cavity	1
6255	86383	Pancreas, tail inj-close	Injury to pancreas, tail, without mention of open wound into cavity	1
6256	32351	Enceph/myel folwg immune	Encephalitis and encephalomyelitis following immunization procedures	1
6257	3234			1
6258	3221	Eosinophilic meningitis	Eosinophilic meningitis	1
6259	3212	Mening in oth viral dis	Meningitis due to viruses not elsewhere classified	1
6260	316	Psychic factor w oth dis	Psychic factors associated with diseases classified elsewhere	1
6261	3154	Devel coordination dis	Developmental coordination disorder	1
6262	31539	Speech/language dis NEC	Other developmental speech or language disorder	1
6263	31531	Expressive language dis	Expressive language disorder	1
6264	3152	Oth learning difficulty	Other specific developmental learning difficulties	1
6265	31289	Other conduct disorder	Other conduct disorder	1
6266	31234	Intermitt explosive dis	Intermittent explosive disorder	1
6267	00847	Int inf oth grm neg bctr	Intestinal infection due to other gram-negative bacteria	1
6268	8677	Pelvic organ inj NEC-opn	Injury to other specified pelvic organs, with open wound into cavity	1
6269	8679	Pelvic organ inj NOS-opn	Injury to unspecified pelvic organ, with open wound into cavity	1
6270	86800	Intra-abdom inj NOS-clos	Injury to other intra-abdominal organs without mention of open wound into cavity, unspecified intra-abdominal organ	1
6271	3093	Adjust disor/dis conduct	Adjustment disorder with disturbance of conduct	1
6272	3091	Prolong depressive react	Prolonged depressive reaction	1
6273	3081	Stress reaction, fugue	Predominant disturbance of consciousness	1
6274	8691	Internal injury NOS-open	Internal injury to unspecified or ill-defined organs with open wound into cavity	1
6275	8703	Penetr wnd orbit w/o FB	Penetrating wound of orbit, without mention of foreign body	1
6276	3076	Enuresis	Enuresis	1
6277	8710	Ocular lac w/o prolapse	Ocular laceration without prolapse of intraocular tissue	1
6278	00843	Int infec campylobacter	Intestinal infection due to campylobacter	1
6279	8713	Avulsion of eye	Avulsion of eye	1
6280	87264	Open wound of cochlea	Open wound of cochlea, without mention of complication	1
6281	00841	Staphylococc enteritis	Intestinal infection due to staphylococcus	1
6282	30749	Nonorganic sleep dis NEC	Other specific disorders of sleep of nonorganic origin	1
6283	30747	Sleep stage dysfunc NEC	Other dysfunctions of sleep stages or arousal from sleep	1
6284	30742	Persistent insomnia	Persistent disorder of initiating or maintaining sleep	1
6285	87321	Open wound nasal septum	Open wound of nasal septum, without mention of complication	1
6286	87323	Open wound nasal sinus	Open wound of nasal sinus, without mention of complication	1
6287	87333	Open wnd nas sinus-compl	Open wound of nasal sinus, complicated	1
6288	3062	Psychogen cardiovasc dis	Cardiovascular malfunction arising from mental factors	1
6289	3060	Psychogen musculskel dis	Musculoskeletal malfunction arising from mental factors	1
